"ID","GSM30361","GSM30362","GSM30363","GSM30364","GSM30365","GSM30366","GSM30367","GSM30368","GSM30369","GSM30370","GSM30371","GSM30372","GSM30373","GSM30374"
"203727_at",680.5,522.6,870.1,809.4,660.7,169,409,464.4,736.7,708.8,552.8,795.3,843.2,627.9
"203728_at",243.4,334.5,310.9,335.8,397.4,323.7,306.4,445.1,134,359,227.4,46.9,365.9,323.2
"203729_at",1605,4532.7,3262.5,3319.3,3936.2,4066.5,407.9,3588.8,5417,4410.1,2633.5,1770.7,3641.5,2613.4
"203730_s_at",220.3,295.9,206.8,259.1,126.5,135.4,243,206.7,131.8,105.1,174,164.1,169.6,126.2
"203732_at",668.5,730.5,694.8,778,615.9,443.6,652.6,644.8,725.1,445.3,505.7,483.2,836.5,456.2
"203734_at",982.1,557.4,478.1,700.8,643.1,578.9,674.9,394.4,528.1,591.8,656.4,854.9,525.9,873
"203739_at",734.2,1626.1,1317.1,1435.1,484.4,315.3,593.3,295.8,170.2,118.7,1001.4,436.5,942.5,712.2
"203740_at",543.1,404.4,560.6,577.4,615.9,641.1,1227.3,494,506.4,420.4,409.5,445.4,599.3,344.5
"203741_s_at",1669.5,1817.7,1403,1096,996.8,979.4,2526.5,1114.5,982,800.8,788.4,864.9,2052.9,654.1
"203743_s_at",1259.2,1086.6,856.2,876,606.1,438.7,1675.9,290.5,426.1,376.9,594.6,327,741.1,504.5
"203744_at",157.1,176.9,210.7,193.2,357.5,243.6,281.5,282.1,255.2,282.1,344.2,309.6,173.9,735.1
"203745_at",260.4,369.7,430.5,405.4,183.1,299.5,501.4,253.3,223.3,121.7,138.1,290.3,407.7,190.3
"203749_s_at",350,308,330.1,321.8,254.6,535.9,305.3,1187.4,978.7,725.9,630.4,1712.5,141.1,1068.6
"203752_s_at",3486.8,3591.7,3571.6,3131.7,4956.1,4081,10599.1,3144.6,4706.1,4288.8,4211.3,7505,4064.6,6213.8
"203753_at",76.4,265.8,231.7,128.6,288.3,347.9,437.4,149.6,201.4,123.3,94.6,62.9,104,96.8
"203754_s_at",80.9,41.4,71.3,211.7,51,51.4,66.7,36,135.9,62,76.9,141.1,83.3,37.8
"203755_at",152.4,175.2,142.3,86.2,274,159.7,227.6,148.4,124.2,259.5,327.3,425.3,216.7,625.6
"203757_s_at",31.9,19.3,18,26.7,1840.5,977,220,826.3,926.8,1085.7,2484.2,2618,61.1,8064.7
"203758_at",636.4,584.6,680,802.7,471.8,495.4,363.5,301.4,334.1,333.3,163.1,210.2,359.1,153.9
"203759_at",105.9,68.1,99,121.9,78.4,56.6,202.7,115.7,72.5,26.1,81,129,7.3,116.1
"203761_at",2347.5,1787.7,1687.9,1658.6,1107,1033.7,1646.6,2132.9,1223.9,1043.7,4490.2,4709.6,1997.3,2640.9
"203765_at",915,928.5,1382.1,1591,2094.4,2130.7,11124.1,4191.9,2417.9,2056.8,4596.1,8386.5,854.4,4759.1
"203766_s_at",17.7,22,12.7,12.9,9.9,27.6,48.1,9.8,15.7,30.9,12.7,15.8,9.7,13.2
"203767_s_at",155.5,141.4,179,169.8,115.2,175.3,239.1,70.7,119.5,117,247.4,62.6,61.1,130.2
"203771_s_at",152.6,455.2,177.1,144.2,37.7,81.6,23.7,35.9,237.7,345.1,54.2,22.3,124.2,76.5
"203774_at",449.2,518.7,546.4,495.4,256.3,260.7,748.5,112,190.8,118.2,167.9,92.7,300.6,257.3
"203775_at",99,75.3,158.8,141.7,181.9,22.5,822.2,82.1,118.9,88.4,104.9,104.8,137.1,107.6
"203777_s_at",228.3,199.3,300.1,243.4,347,355.9,556.9,245.7,230.6,217.5,148.6,240.2,237.3,157
"203778_at",328.9,507.8,567,561.8,593.5,535,27.2,728.2,465.4,662.2,579.5,1034.7,558.5,836.1
"203780_at",35.1,38.4,81,87,84.9,106.4,87.4,66.6,3.6,44,14.2,53.4,41.2,37.6
"203781_at",1549.6,995.6,1296.9,1619.1,1461.2,967.1,2788.2,1239.4,938.9,807,1101.9,1033.3,1074.8,839.6
"203782_s_at",267.9,181.3,345.8,313.3,226,194.2,32.2,221.1,261.9,295.4,191.4,144.4,260.4,191.3
"203787_at",313.3,264.4,327.3,292.9,300.4,403.9,729.1,231.2,255,178.7,192.4,220.8,162.1,163.3
"203788_s_at",228.3,110.1,100.5,114.3,141.3,93.2,271.5,137,151.6,167.5,102.1,129.3,75.9,82.4
"203790_s_at",318.3,246.9,186.4,327.1,241,177.8,47,107.1,237,320.5,224.4,186.5,228,107.4
"203791_at",560.1,711.3,665.1,666.8,262.8,245.5,661.4,197.4,296.2,179.1,181.5,109,465.7,204.9
"203796_s_at",186,59.7,115.2,70.8,159.7,160.1,125.6,170.2,25.6,9.2,16.2,15.9,67.7,14.7
"203797_at",218,131.9,139.6,246.4,200.7,106.5,358.5,279.5,242.3,238.3,214.3,348.9,213,253
"203803_at",6.5,78.2,75.1,10.2,5.8,113.9,10.6,54.9,1.8,14.6,6.1,40.9,9.6,28.2
"203804_s_at",3863.5,2671.4,3539.9,3431.4,2469.7,1757.5,18798.1,2084.4,1016.5,868,1079.1,567.9,2821.7,1300.5
"203805_s_at",257.3,315.1,194.8,254.4,138.1,372,19.4,260.4,331,312.2,200.1,343.3,202.3,289.7
"203807_x_at",15.5,14.8,34.2,9.5,8.7,14.4,15.8,12.7,8.2,13.9,13.6,20,22.2,12.7
"203808_at",122,83.7,100.2,176.7,149.7,106.3,18.7,131.6,150.5,93.9,102.5,129.7,60,103.6
"203810_at",91.8,86.2,110.9,116.3,39.6,60.1,301.2,49.5,29.3,56.2,55.8,24.7,73.3,41.7
"203813_s_at",46.4,5.4,45.4,18.8,64.4,32.2,26.8,158.8,21.3,92.7,112.9,57.3,24.4,19.9
"203814_s_at",351.8,315,852.9,280.7,306.4,565,276,1817.9,1143.7,1503.5,2454.4,5643,597.9,1298.1
"203815_at",10.2,12.9,77.9,59.6,33.1,28,28.2,90.1,23,10.9,8.4,16.2,9.3,15.6
"203816_at",126.2,75,259.2,240.5,47.6,131.6,159.2,101.2,107.1,133.1,126.1,60.8,225.9,9.1
"203817_at",294.4,257,181.3,210.6,475.7,326.2,1314.3,158.1,562.4,359.2,956.3,174.2,155.5,77.1
"203818_s_at",611.7,524.3,588,586.2,620,501.5,666.3,495.6,416.9,430.3,544.7,315.1,560.1,463.1
"203820_s_at",85.7,169.7,90.3,89.3,116.7,266.9,195.4,148.4,154.5,149.5,242.5,107.6,138.1,50
"203822_s_at",963.2,780.2,775.1,753.1,401,419.1,655.1,367.7,517.4,473.5,935.9,674.5,890.3,939.2
"203823_at",672,607.1,453.3,493.5,337.9,428.9,541.1,565.7,392,614.7,640.6,891.7,1126.6,217.2
"203824_at",58.7,51.3,74,50.2,95.2,175.3,17,132.9,55.6,37.7,39.2,36.1,87.9,55.3
"203825_at",580,388.7,505,571.7,640.8,566.5,262,512.3,709.6,498.6,555.3,182.9,566.3,561.3
"203826_s_at",223.4,200,160.4,283.4,217.3,207.1,246,267.1,328.3,293.9,108.2,298.1,394.9,386.3
"203828_s_at",1419,2404.9,1974.2,2083.1,1451.6,1210.8,26.9,1015.3,784.7,2597.3,560.7,40.5,3349,24.6
"203830_at",30.3,48.1,50.9,80.2,17.6,4.4,155.6,44.7,8,29.5,12.6,2.6,78.6,18.6
"203832_at",586.9,1065.2,676.9,1025.1,741,590.2,1044,240.3,580.7,1019,842.5,379.8,1557.1,756.7
"203833_s_at",416.7,463.9,338.4,335.9,574.3,683.2,1052.3,563.1,446.5,314.6,442.5,528.5,323.5,431.6
"203835_at",40.5,38.8,24.1,25.9,32,51.9,26.3,29.1,29.2,24.8,36.1,48.1,10.9,23.5
"203837_at",802.3,842,813.2,993.9,555,521.6,2608,586.4,669.4,378.2,1204.1,817.5,788.1,702.3
"203839_s_at",581.9,455,360.4,290.8,522.2,709.1,387.8,488.4,881.5,852,599.2,613,635.3,890
"203843_at",559.2,462.9,382,459.7,300.5,235.6,811.8,514.6,370.5,143.1,437.3,681.5,329.1,275.4
"203844_at",50.2,36.9,27.3,33,30.9,47.1,184.9,62.6,68.6,32.1,30.6,61.3,15.4,18.7
"203845_at",1003.5,1000,660.7,750.3,588.1,385.6,1105.1,573.1,406.4,533.1,931.9,772,774.7,706.6
"203846_at",350,316.6,335.3,309.3,142.7,34.1,377.5,158.7,117.4,180.1,135.9,77.2,278.6,105.9
"203848_at",453,513.2,658.3,618.5,491.8,410,68,454.3,385.7,382.6,326.1,279.5,605.1,320.4
"203849_s_at",17.7,92.7,110.5,57.9,207.4,92.1,10,181,126.7,78.3,91.8,53.3,58.3,74
"203851_at",181.8,190,81.3,161.7,285.1,197.5,199,211.9,196.4,198.4,209.1,208.1,106.8,127.3
"203852_s_at",361.1,475,408.7,376.2,212.9,286.4,237.1,190.5,297.3,370.9,199.4,111.4,368.6,301.9
"203853_s_at",319.8,375.1,511.6,601,672.9,745.4,573.8,1635.9,659.8,500,1055.3,910.9,503.6,1058.7
"203854_at",142.7,67.1,108.5,100.3,96.7,50.3,16.1,76.6,116.1,43.9,63.9,88.2,9.3,44.7
"203856_at",478.8,382.1,311.4,288.5,432,407.5,846,314.3,334,393.4,377.2,307.8,481.1,835.7
"203857_s_at",303.1,282.3,329.6,423.1,473.7,407.1,316.2,273.4,404,512,429.5,281.6,177.4,525.6
"203858_s_at",788.9,621.3,588.5,680.5,582.3,596.4,686.4,489,509.3,590.2,406.9,321,545.1,387.2
"203859_s_at",265.4,164.8,41.7,86.5,57.3,251.5,525.8,223.8,173.7,132.7,140.2,270,88.9,193.1
"203860_at",101.1,248.3,173.8,201.8,195,223.2,35.8,250.7,123.9,141.3,143.7,76.9,156.9,76.1
"203862_s_at",25.2,20,9.4,34,82.3,82.3,20,33.7,41.6,46.5,29.9,40.4,23,25.4
"203865_s_at",413.1,299.7,305.7,353.4,165.7,35.8,39.2,379.8,111.8,196.7,71.1,77,270.1,36.2
"203867_s_at",311.5,181.1,202.6,157,49.3,30.7,28.1,24.4,92.6,276.7,33.4,24.9,49.3,28.8
"203868_s_at",135.6,111.3,63.9,89.1,104.1,103.3,252.9,154.1,93.6,23.3,66.5,95.9,106.9,69.7
"203871_at",237.6,225.7,251.2,254.5,247.4,228,48.1,158.5,159.1,236.6,39.9,66,308.4,131.3
"203872_at",12,95.4,125.5,70.5,35,57.6,25.5,211.8,64.6,159.4,89.4,39.3,61.7,54.8
"203874_s_at",84.2,71.1,132.8,110.7,142.8,74.4,28.2,70.6,69.7,77.3,108.7,85.9,78.1,104.7
"203878_s_at",142.7,75.5,117.3,81.9,19.4,205.6,16.8,42.8,69.2,75.2,29.1,18.3,68.3,46.5
"203879_at",3100.7,3844.8,4210.6,3503.6,2194.3,2181.6,1262.3,3316.8,4017.4,2757.3,4245.1,5000.7,4018.6,4223.4
"203880_at",548.9,699.2,565.7,651.5,769.4,537.8,869.6,723.4,993.7,1075.8,746.8,562.9,574.7,654.6
"203881_s_at",36.3,19.9,49.1,22.9,23.4,37.6,187.9,25.8,34,5.2,4.9,2.2,15.5,4.5
"203882_at",1101.4,2424.7,1718.2,1746.5,1017.4,1424.9,1138.9,1820.1,1222.5,1963.6,1279,1791.4,1733.8,1241.3
"203886_s_at",26.4,17.7,28.5,24.7,20.6,19.8,20.7,9.6,29.2,69.7,21.7,65.7,10.9,41.9
"203887_s_at",30.2,106.5,119.6,137,117.7,22.9,221.3,489.2,540.8,37.8,524.7,496.8,74,142.1
"203889_at",62.6,28.3,49.8,51.7,101.4,37.8,269.5,39.6,56.7,121.3,49.5,59.6,58,46.6
"203890_s_at",117.7,102.4,136.9,190.7,71.3,116.4,398.4,135.8,90.9,149.4,95.8,83.5,74.6,123.4
"203892_at",352.7,160.6,215.7,173,174.7,237.2,257.9,147.5,226.2,163.2,200.6,235,135.4,203.6
"203893_at",412.5,371.6,267.7,330.4,311.8,193,416.5,159,212.6,187.9,276.7,98.1,292.1,219.8
"203894_at",163.7,70.8,191.3,175.2,242,17.4,242.8,150.8,75.1,72.1,157,24.1,148.8,92
"203895_at",56.9,14.7,75.8,10.4,55.7,13.6,131,88.5,14,65.9,54.2,73.8,13.6,11.6
"203898_at",254.2,296.6,261.7,305.6,320.4,307.9,419.7,175.7,268.8,183.7,252.4,122.6,233.7,287
"203901_at",98.8,114.1,146.1,158.1,20.8,50,108.5,96.4,186.5,98.8,60.6,56.9,174.8,150
"203903_s_at",83.6,51.9,89.5,79,24.5,97.5,108.9,82.8,84.8,71.7,80,76,59.4,54.1
"203904_x_at",240,340.7,546.6,422.7,549.7,129.5,403.4,436.3,482.7,318.9,452.7,596.3,65,402.2
"203905_at",466.9,495.4,520.6,583.9,506.5,326.6,366.5,448.8,347.8,435,280.1,211.1,740.6,336.5
"203908_at",206.2,110.1,139,161.8,111.6,57.9,190.2,105.7,70.7,122.9,57.2,73.6,195.9,47.8
"203909_at",933.1,751.5,879.5,915.9,562.8,510.6,907.4,558.1,602.2,608.8,672.3,708,976,919.7
"203910_at",108,84,59.6,97,143.9,120,181.2,145.6,211.6,131.5,137,73.6,76.2,143.3
"203911_at",361.9,131.2,30,115.7,261.1,144.4,126.9,194.4,75.6,362.7,460.9,514.6,53,453.1
"203912_s_at",323.8,495.7,488,492.5,523.7,669.4,233,477.5,572.7,755.6,562.5,741.3,372.8,464.2
"203915_at",169.3,109.4,86.8,98.7,247.7,162.9,269.1,210.5,145.1,213.3,103.9,145.9,128.1,172.3
"203916_at",359.8,412.6,519,620.6,287.4,285.2,309.2,185.5,454.3,258.1,367.5,858.3,463.4,675
"203917_at",106,28.5,84.8,119,106.8,66.4,11.2,82.3,117.4,95.2,60.8,101.3,122,78.2
"203918_at",99.4,112.5,41.3,35.8,39.6,33.6,42.2,34.2,73.9,158.6,96.3,108.2,144.5,47.8
"203919_at",85.8,106.6,153.2,164.8,24.3,25.1,14.4,82.5,76.2,22.9,28.1,30.6,38.1,26.5
"203920_at",91.6,155,214.6,190.7,111.2,10.3,23,166.7,135.8,42.8,31.3,84.1,118.4,12.3
"203921_at",1388.9,988.8,439.3,319.6,611.2,743.6,437.2,896.1,454.1,331.4,370.1,431.5,555.2,422.2
"203923_s_at",2234.7,5081.6,4538.8,4181.9,4686.5,4477,1650.1,4898.1,2240.7,1612.5,1574.6,2199.1,3537,3980.2
"203924_at",34.7,89.4,35.4,80.4,28,83.3,164.5,25.4,73.9,21.8,41.2,27.9,110.8,37.2
"203925_at",230.9,329.3,281.6,354.9,214.4,148.2,557.1,125.2,197.5,245.5,448.7,528.6,238.3,519.2
"203927_at",248.8,324.1,304.7,308.1,393.2,304.6,394.6,428.3,377.2,314.4,257.8,36.1,198.4,145.3
"203929_s_at",261.4,121.2,200.3,216.9,192.1,228,164,126.7,172.2,38.9,103,155.1,110,127.2
"203931_s_at",172.8,347,303.4,366.9,318.4,442.5,31.1,381.9,298.1,400.4,263.2,100.7,391.1,232.6
"203932_at",1246.2,2260.3,2001.8,2390.5,1739.1,1727,529.3,1504.8,1678.2,1482.2,498,493,1522.6,321.5
"203934_at",63.5,65.4,67.9,84.4,90.3,142.6,24.7,148.5,39.5,87.3,80.7,53,34.3,10.1
"203935_at",527.4,369.2,419.5,713.6,464.5,410.6,397.9,81.6,471.7,261.1,476.5,138.2,342.7,91.3
"203936_s_at",320.1,203.4,263.5,279.2,2016.3,2297.4,736,9578.6,4926.9,5062.2,12929.6,27371.5,282.8,12459.3
"203938_s_at",265,258.4,326.7,328.3,192,158.7,546.7,142.6,289.9,370,167.7,188.5,439.1,312.8
"203939_at",211.1,115.2,268.7,210.7,69.9,136.6,161,98.8,100.2,19.2,39.5,40.2,62.2,11.6
"203942_s_at",111.5,103.2,16.7,27.8,133.6,86,44.6,321.6,47.2,46.9,49.4,25.7,90.9,180.4
"203943_at",341.1,298,375.1,420.7,431.7,201.6,250.4,264.1,380.9,227.4,156.4,262.9,161.3,131.1
"203944_x_at",1203.8,1075.8,1013.7,887.5,532.9,637.9,682.5,851.3,496.5,594.9,1106.5,870.2,1078.6,663.6
"203945_at",219.8,147,207.9,260.9,230.4,248.5,625.8,250.8,246.9,313.2,378.9,361.1,177.2,207.1
"203947_at",862.4,794.7,812.2,863,379.4,496,722.4,315.4,442.9,569.8,656.6,445.3,810.1,475.6
"203948_s_at",90.4,50.8,51.4,77.5,904.4,662,198.6,806,894.2,964,2340,1399.6,127.3,10729.7
"203950_s_at",221.9,50,137.3,115.1,117.3,32.3,400.9,229.4,215.1,386.9,92.4,72.6,125.1,54.2
"203951_at",55.8,5.4,13.9,26.7,54.3,25.7,31.9,69.5,18.2,41.4,95.8,83.9,6.3,27.3
"203952_at",358.1,207.5,249.7,66.7,250.6,331.7,48.5,272.5,310.5,183.2,212.3,566.6,190,141.2
"203953_s_at",6.7,4.2,5.8,7.9,5.9,4.6,33.7,20.8,3.9,4.4,3.4,6.3,3.7,13.4
"203957_at",46.9,51.7,110.8,102.9,7.3,12.2,36.6,10.7,17.4,78.5,79.7,57.4,107.9,25.6
"203960_s_at",194.3,288.7,268.8,314.5,178.1,274.6,384.4,161.8,190.3,212.9,142.1,183.1,339.4,190.9
"203961_at",53.2,15.8,24.9,46,21.3,114.2,18.9,19.7,89.6,80.9,55.7,79.9,6.9,70.6
"203963_at",190.3,107,109.3,122,174.1,136,215.2,142.3,91.9,87.9,93.4,167.2,36.1,95.2
"203964_at",1298.1,2841.4,1668.5,1476,1845.3,2433.9,1972,2127.8,1794.7,2199.8,2222.7,5341.3,1716.3,2097.1
"203965_at",452.3,305.1,354.1,245.8,209.8,165.1,129.9,166.1,279.3,376.8,71.4,541.3,241.9,328.9
"203966_s_at",815,736.3,717.1,695.2,986.1,1104.8,312.1,1059.6,836.2,1048,2459.9,3295.8,961.8,1485.9
"203968_s_at",72,73,107.2,82.6,115.7,233.8,344.3,100.3,81.3,198.1,143.5,103.4,94.2,122
"203970_s_at",348.7,315.1,343.9,407.8,145.9,121.5,503.6,160.8,173,101.6,93.3,102.8,229.6,141.5
"203971_at",95.1,167.9,141.6,174.6,158.6,158.2,498.5,245.2,147.3,141.8,206.5,184.6,158.8,216.7
"203973_s_at",1925.1,2444.9,2348.4,2612.2,1724.1,4391.2,3459.7,6107,6954.9,3355.5,5282.6,7477.8,2126.3,3903.2
"203974_at",347,497.9,542.7,529.1,349.8,627.3,472.3,251,633.8,345.6,367.9,276.4,301.7,294.6
"203975_s_at",91.1,85.8,104.6,132.6,206.7,177.9,410,158.7,104.9,155.4,131.4,131.5,35.8,148.3
"203978_at",364.1,445,333.5,372.8,565.9,335.7,417.1,586.8,514.4,448.5,302.5,264.4,293.1,335.8
"203979_at",107.8,61.2,22.7,17.1,226.3,274.2,43.4,338.5,652,320.6,265.4,328.3,314.3,39.7
"203980_at",44.4,75.5,93.8,126.6,132.8,72.5,334.2,127.6,80.1,45.2,84.8,143.1,87.3,58.6
"203981_s_at",182.3,167.1,288.1,224.8,182,179.8,173.2,135.7,127.4,236.5,179.9,128.7,314.9,203.2
"203983_at",799.8,1029.4,985.5,1069.2,1041.4,746.1,1044.7,508,509,458.8,798,428.4,949.6,1096.2
"203984_s_at",331.6,251.4,312.2,305.4,401.7,408.2,605,279.2,370.2,342.7,351.4,221.5,340.6,327.2
"203985_at",315.1,320.9,338.5,357.4,214.5,59.2,34.7,231.1,205,157.6,183.2,172.6,224.8,250.8
"203986_at",107.1,69.2,74,53,179.2,86,46.3,106.9,144.1,198.7,249.1,285.3,137.2,615.4
"203987_at",166.3,124.1,96.2,193.1,107.8,2.1,15.1,87.6,67.6,74.9,62.7,97.3,42.5,140.4
"203988_s_at",224.6,224,223.6,128.8,203.3,115.8,583,29.1,157.2,91.7,163.1,16.3,196.4,94.5
"203989_x_at",426.8,331.1,273.8,324.3,120,116,255.2,111.2,183.1,87.2,145.7,58.3,92.7,31.7
"203992_s_at",705.3,648.8,780.9,717.5,305.9,224.2,246.6,448.1,388.7,362.9,573.6,443.5,396.6,1062.4
"203996_s_at",66.3,63.7,181.1,136.7,50.6,101.8,608.9,96,182.1,201.2,31.3,60.4,154.4,122.9
"203997_at",97.5,97,126.6,92.3,64.5,39.8,186.9,92.7,108.9,34.7,74.8,176.8,28.2,90.2
"203999_at",139.8,161.9,124.1,161.4,184.8,193.9,128.3,140.8,198.7,142.9,174.9,154.6,108.8,127.6
"204001_at",241.6,364.3,226.6,346,172.8,273.4,614.4,198.9,219.9,142.9,140.5,148.3,193.5,120.1
"204003_s_at",291.6,493.1,317.4,359,205.2,243.3,225.1,348.1,394.5,258.2,243.4,189,315,138.5
"204004_at",159.7,134.2,229.4,202.8,138.5,199.9,65.4,98.1,77.1,85.7,96,98.7,63.3,86.3
"204007_at",1145.3,1378.2,2060.1,852.3,2543.6,5518.7,2459.7,10208.3,3833.6,5431.8,8036.2,16188.8,1481,6326.4
"204008_at",158.4,55.9,85.6,150.3,43.2,35.3,17.4,27.2,182.9,86.2,108.3,77.6,126.3,70
"204009_s_at",2009.3,2221.2,1621,1562,1032.8,811.2,1817.6,899.1,1249.7,897.9,1796.6,1343.5,1846.3,1846.8
"204011_at",24.9,63.7,11,47.1,50.8,61.8,32.7,79.2,48.5,8.6,132.4,42.9,33.4,256.1
"204015_s_at",26.5,49.2,25.3,30.8,13,14.1,39.9,47.3,30.9,223.6,96.8,28,120.3,13.9
"204017_at",168.8,44.3,116.9,134.6,119.7,27.9,467.5,318.7,126.9,43.2,96.9,66.9,59,92.9
"204020_at",1621.4,929.1,1110.4,1352.7,726.1,651.3,461.1,388.7,460,438.7,313.8,136.1,914.4,319.7
"204022_at",417.8,458.8,522.6,551.5,651.7,575.1,1071.4,404.7,876.8,964.3,788.1,1196,570.2,614.1
"204023_at",395.7,376.9,388.1,340.6,319.8,315.4,927.3,481.5,212.3,365.3,414.6,314.6,423.7,723.9
"204026_s_at",309.2,348.9,331.2,277.4,476.3,505.5,1663.8,240.7,251.8,561,645.5,444.2,426.3,1431.5
"204027_s_at",440.3,214.5,227.4,278,245.9,325.3,329.8,181.8,245.8,213,177.8,321.1,170.1,176
"204029_at",201.6,314,170.9,250.7,215.3,46.3,556.4,199.9,198.8,225.7,187.2,153.5,221.2,121
"204030_s_at",58.9,22.8,39.1,39.5,55.8,9.5,243.6,58.9,39.1,6.8,40,41.8,27.9,57.9
"204031_s_at",2952.6,4432.1,4847.1,5722.5,3974.7,4407.5,697.9,4372,3587.4,3839,5449.5,5062.2,5398.2,7024.5
"204032_at",108.5,46,33.6,44.9,25.4,96.4,17.9,133.8,65.5,68.1,48.6,70.9,28.6,17.5
"204033_at",132.6,121.8,166.2,130,233.6,189.7,427.3,234,125.3,422.4,266.2,315,160.5,270.7
"204034_at",620.3,617.7,819.1,894.2,826.6,670.1,371.4,609.7,1210.1,1053.8,634,713.4,834.4,1258.3
"204035_at",94.4,79.8,59.4,90.9,130.7,52.1,200.3,124.1,75.6,62.1,121.1,95.7,85.7,93.8
"204038_s_at",233.5,193,357.9,154.3,230.6,285.5,541.2,153.1,194,193,311.5,356.6,143.8,136.2
"204039_at",652.8,509.6,503.7,669.4,505.8,503.8,159,787.9,1046.1,466.2,904.5,961.6,491.5,2166.8
"204041_at",133.6,47.7,86.6,93.4,25.2,20.7,324.6,116,203.3,37.1,241,21.6,120.2,76.7
"204042_at",114.3,79,104,150.1,114.6,201.2,536,88.7,166.9,211.3,186.7,160.5,88.6,52.8
"204043_at",194.4,230.3,257.2,250.5,152.8,514.7,244.8,497.4,527.9,408.8,424.1,196.2,277.9,155.6
"204044_at",50.4,28.4,137.9,47.9,121.3,14.3,160,225.8,60.7,154,134.1,118.3,55.7,167.6
"204045_at",362.4,351.5,291.5,280.5,280.1,175.9,386,220.8,210.2,239.4,246.5,137.4,233.8,273.8
"204046_at",311.7,297.7,206.1,299.8,140.9,68.2,247.2,192.7,613.3,514.3,521.5,291.1,351.2,351.9
"204050_s_at",792.7,981.9,1289.4,890.3,1357.9,1846.8,706,1351.9,1547.4,1310.6,848.9,1207.6,1225.3,1039.9
"204051_s_at",144.2,87.2,76.1,170.3,203.2,129.9,297.4,114.6,219.4,189.9,157.8,120.2,80.9,98.6
"204054_at",470.2,382.7,482.6,535.1,444.1,242.5,164.3,380,338.8,254.8,721.5,1031.2,343.8,860.9
"204057_at",1829,1496.4,2090.2,1736.1,1115.2,1157.7,1011.4,1264.9,1729.7,1303.7,1301.4,706.6,1351.4,376.5
"204059_s_at",130.7,56.2,68.4,194.7,150.6,163.1,462.9,187.6,221.5,63.9,133,99.3,115,48.6
"204061_at",498,504.1,502.4,544,190.5,217,113.1,204,569.5,426.1,224,101.6,395.4,153.5
"204064_at",560.5,460.9,356.9,373.8,305.6,365,915,412.7,175,187.4,197.9,65.8,350,276.3
"204065_at",398.9,325.1,302.7,434.7,371.4,92.6,384,328.5,250.8,342.5,202,405.1,276.5,210.1
"204067_at",324.8,145.3,218.6,206.4,144.1,145.1,113.3,30.3,254,156.8,198.6,173.7,116.9,388.9
"204068_at",125.2,134.8,88.2,69,121.9,52.9,327,107.1,77.3,73.1,211.5,65.2,89.7,92.2
"204069_at",163.2,109.3,111.6,229,233.6,366.1,1031.2,156.9,226.8,91.1,343.5,80.8,124,84.7
"204070_at",1403.5,2772,2190,2154.3,1660.5,1469.9,368.6,1027,739.6,2953.1,503.4,366.9,4401,222.7
"204071_s_at",213.8,264.9,222.8,280.5,149.8,81.7,291.9,106.5,113.2,36.2,125.4,153.2,90.9,195.9
"204072_s_at",371.1,319.2,298.9,316.9,366.6,353.2,396.9,148.8,319.1,219.5,374.1,427.3,236.3,545.4
"204073_s_at",267.5,107.7,122,156.5,69.7,131.5,19.6,182.4,70.3,253.6,138,171.8,113,96.3
"204076_at",1764.2,1487.5,1318.3,1427.5,1195.1,873.8,2473.6,1477.4,1462.5,973,1306.3,1546.4,1312.4,1033.8
"204078_at",22.3,12.3,47.2,20.2,14.8,21.1,264,7.1,13.8,20.1,15.7,14.1,34.2,10.3
"204079_at",994.4,1914.9,963.2,1074,1549.6,890.7,308.6,1145.2,1350.8,1853.7,1903.1,1881.8,1308.3,1352
"204081_at",2348.5,698.3,1199.7,1589.4,2855.2,6799.4,1598.8,3298.3,8206.1,7305.8,7711.7,945.5,2468.4,586
"204082_at",342.1,318,374.9,385.5,269.4,249.8,148.2,248.6,231.7,141.9,205,198.4,248.4,338.8
"204083_s_at",122.1,72.7,136.2,153.5,24.1,14.3,32.8,12.9,17.5,100.6,76.4,13.9,86,8.2
"204084_s_at",209.4,309.3,275.3,272.3,245.1,259.9,475,221.7,148,203.9,166,206.4,179.7,207.8
"204086_at",170.6,27.1,25.5,75.8,205.7,192.3,29.9,114.8,137,221.5,148.4,120.4,78.6,103.4
"204087_s_at",68.5,43.8,155.1,275.3,136,208.3,462.9,59.6,58.4,57.1,28.3,63.3,172.5,38.3
"204088_at",351.5,408.4,492.1,621,279.5,393.1,206.7,642.5,446.5,447.8,219.2,191.8,371.4,190.3
"204091_at",279.9,363.3,291.9,294.7,316.2,291.9,38.8,205.7,299.2,313.9,312.6,281.7,405.5,213.1
"204092_s_at",136.9,121.4,96.9,69.3,168.9,88.6,181.6,26.6,117.8,287.5,200.4,185.6,147.5,319.6
"204093_at",831.1,659.3,645.9,751.8,665.3,603.4,1289.1,595.4,787.5,589.7,849.7,538.6,687.6,1015.7
"204096_s_at",97,138.1,225.2,206.6,103.5,185.7,18.1,142.5,204.2,224.8,247.4,229.8,169.2,271.1
"204099_at",152.4,218.9,325.9,394.6,421,533.4,355,627.6,804,605.2,698,313.5,359.5,727.1
"204102_s_at",10139.7,6706.4,10027,6182.6,13874.4,9781.7,961.8,9075.4,7629.7,10660.4,7329.3,5942.2,8794.1,6160
"204103_at",1997.4,1249.2,978.2,417.9,544.6,594.8,406.6,648.9,598.6,601.7,980.9,834.9,3272.1,180.7
