"ID","GSM30361","GSM30362","GSM30363","GSM30364","GSM30365","GSM30366","GSM30367","GSM30368","GSM30369","GSM30370","GSM30371","GSM30372","GSM30373","GSM30374"
"1007_s_at",321.8,257.1,331,366.8,205.2,223.9,262.1,313.5,255.5,235.5,197,197.4,291.4,132.6
"1053_at",204.8,293.5,217.4,261.8,215.8,265.6,56.1,203.5,179.6,136.2,189.5,158.6,67.3,153.3
"117_at",538.6,367,529,362.1,561.1,365.4,275.6,1037.3,565.9,588.7,1153.8,1401.4,256,423.1
"121_at",1277.8,880.2,1031.8,1036.1,790.9,1016.1,1165.7,1189.1,1039.6,992.4,853.7,1088.2,709.9,747.4
"1255_g_at",51.3,44,41.5,26.4,53.5,36.5,22.3,73.7,51,42.5,64.1,33.3,35.1,74.2
"1294_at",645.1,593.9,673.9,702.3,628.2,511.1,280.9,690.1,912.3,945.9,551.5,380.1,855.5,454.4
"1316_at",190.9,172.5,128.4,199.5,287,202.3,435.4,298.7,107,185.7,192,236.9,170.9,163.8
"1320_at",9.4,5.9,9.6,21.1,16.4,18.2,70.3,21.1,12.4,20.5,16.4,13.3,8.9,11.4
"1431_at",88.7,51.5,96.4,94.1,88.5,15.4,83.4,77.8,51.2,55.1,53.7,18.5,55.6,36.3
"1438_at",242.5,20.3,38.8,28.4,128.8,39.6,297.3,86,92.7,73.5,104.6,14.9,50.5,17.1
"1487_at",575.6,287.8,399,487.4,360.6,340.2,137.2,315,552.5,390.3,389.1,494.2,292.7,316.1
"1494_f_at",223.7,129.4,226.6,213,158.2,20.8,31.1,320.3,183.1,149.1,157.2,253.2,145.8,237.7
"1598_g_at",310.3,334.1,310.9,384.1,203.6,303.8,84.1,94.8,434.5,607.9,343.6,437,231.5,165.8
"160020_at",799,370.1,316.5,263.2,503.4,314.3,690.2,347.4,334.3,341.6,259.9,520.4,256.8,380.3
"1729_at",978.6,717.5,606.5,644.7,619.2,720.3,345.2,774.3,871.5,579.9,345.6,475.4,804.3,300.4
"1773_at",191.6,160.2,123.3,58.8,175.9,66.1,17.6,166,299.4,96.2,58.8,115.3,85.6,127.5
"177_at",141.4,125.7,98.6,131.2,144.2,113.3,209,242.9,145.3,133.3,140.3,188.1,107.4,147.9
"1861_at",108.8,162.4,177.5,172.4,200.4,153.5,12.5,164.7,216.9,192.4,160.2,199.4,184.8,206.9
"200000_s_at",1526.5,1091.8,1536.5,1595,1159.6,825.8,224.9,1214.3,1344.9,1128.9,537.7,617.5,1457.4,933.9
"200001_at",2069,2151.4,3459.1,3615.5,2898.9,3738.1,16.6,2795.4,5964.7,4749.3,3167,2505.1,2923,2888.2
"200002_at",8125.5,8306.5,9654.5,6943,9581.6,8836.1,1512.3,9970.8,7294,8073.5,4637.6,3085,9258.3,4755.1
"200003_s_at",12905.3,13250,14616.1,11493,20007.8,21771.7,3507.4,17065.4,13255.7,18765.5,8526.5,9603,14658.3,8667.8
"200004_at",5672.5,4943.3,4477.5,4268.7,4923.8,4502.6,6170.8,3218.5,3870.2,2132.3,4384.3,2758.8,5688.7,3842.6
"200005_at",2680.2,2416,3459.9,3374.2,2820.2,2228.3,45.6,2203,2593.2,3614.5,1612.7,1469,3634.1,1996.8
"200006_at",3137.3,4328.1,5241.7,4886.4,6703.2,5675.7,3868.3,6006.3,5249.4,6560.2,5991.7,3713.4,6283.9,4319.9
"200007_at",4859.5,3633.8,4639.3,3868.9,5252.7,4169.7,4155.7,3324.1,4548.1,4985.7,3474.3,3921.4,4173.5,3763
"200008_s_at",2097.3,2824.9,2855.8,2739.4,1283,1741.9,662.5,1484.8,1728,683.6,1169.8,1042.1,1317.5,1395.8
"200009_at",4148.3,4688.9,4863,4735.3,5855,5768.7,798.9,5542.1,3949.5,2990.5,3275.8,4007.2,4972.5,3816.7
"200010_at",10357.7,10024.6,10863.3,7615,14565.2,12272,1787.3,11661.8,7473.4,12467.9,6554.2,4661.4,10113.4,6539.5
"200011_s_at",1188.7,1059.8,1271.2,1257.2,1398.7,1033.8,276.7,807.5,1425.7,1023.3,1463.4,1623.4,1169.6,1914.2
"200012_x_at",11912.7,10131.6,11174.7,8191.3,18946.4,23002.7,16944.2,18543.1,7776.8,10913.7,8108.7,10292.2,12373.2,7533.3
"200013_at",9892.5,9907.3,12334,9639.6,11576.2,11228.6,713.2,8944.3,5356.6,9221.1,6878.6,5092.8,11793.2,5180.3
"200014_s_at",1191.2,1884.1,2024.8,2149.7,1477.6,1185.2,2892.5,1771.9,1119.2,1179,1944.9,1131.3,2112.6,1719.8
"200015_s_at",3062.1,2234.8,2483.2,2354.1,2199.2,1934.6,4561.7,1105.9,1975.9,1795.9,2521,1611,2304.6,1643.9
"200016_x_at",11541.4,9754.4,10644.1,8493.4,12966.1,12377.2,36406.2,10002.4,6578.7,9644.6,6750.9,5453.4,10779.3,8457.4
"200017_at",12943.1,8027,13352.8,11010.9,13613.1,9674.4,14289.8,10561.6,8653.9,8446.9,8065.7,6247,12073.3,7697.1
"200018_at",16164.1,10398.8,11651.1,8376.6,16346.6,20583,72679.9,20976.5,10083.8,15962.5,8523.6,10003.1,11669.5,7192.3
"200019_s_at",7905.1,10462,11115.7,10337.6,16726.2,16373.3,7289,16663.9,12857.6,16176.8,8803.5,9333.7,12237,8396.9
"200020_at",1614.8,1565.3,1463.3,1571.1,1050.4,1003.6,873.9,751.3,822.4,799.6,1005.5,995.6,1611.8,1314.1
"200021_at",11275,11344.2,8783.1,8066.1,19686.3,29988.3,67167.7,19556.1,12944.2,19145.5,11166.5,20389.8,11939.1,11099.7
"200022_at",13503.5,9310.2,11234.9,11199.5,15891.7,12248.9,1333.2,8798.9,12090.9,13182,6663.1,6093.6,11739.5,7248.3
"200023_s_at",2988.5,3114.8,4651,4535.1,5720.4,5402.8,919.6,3501.4,5065.1,5688.5,3640,2542.8,4631.7,3335.4
"200024_at",8113.9,7414.5,8844.2,6529.7,7161.7,6273.6,239.1,7349,5530.3,8632.2,3917.2,2764.8,5983.3,3586.5
"200025_s_at",14209.9,10232.4,13637.5,10622.4,16233.7,17547.9,57527.4,15608.3,9492.3,14715.5,8051.8,12667.5,14684.3,9648.5
"200026_at",16744.7,14168,14905.6,11183.5,23416.8,42556.6,27875.9,23710.8,13115.6,11384.3,9227.7,5501.3,17327.6,8766.7
"200027_at",2295.9,2292.4,2318.4,2404.6,2002.7,1627.7,10186.5,1285.2,1832.7,1390.3,1451.2,842.2,2203.5,1177
"200028_s_at",2413.7,1612.2,1725.4,1888.8,1745.1,1528.6,903.7,1583.3,1184.8,1087.3,1270.7,907.1,1811.9,1191.5
"200029_at",14991.8,12432.4,11941.8,11154.6,18339.2,22101.9,8520.7,18678.2,13006.7,14765,7573.6,10667.5,13089.1,7898.9
"200030_s_at",4816.9,4137.9,4780.9,4557,6081.9,5784.2,918.6,4801.6,5920.2,4976.7,4137.7,4819,5069.8,4374.3
"200031_s_at",15123.7,15865.4,15221.3,12364.7,27165.9,35810.5,5466.5,28030.6,16945,23700.1,11631.1,13850.4,18824.1,9842.7
"200032_s_at",16633.1,15632.4,13731.9,9766.2,22139.7,31936.9,12044.6,25176.1,11778.6,13307.6,8313.4,11354,15765.7,8976.7
"200033_at",7862.1,8939.6,7538.6,5574.5,6469.8,7576.4,3987.9,5947.7,5616.2,5904.7,5643.7,8345.8,9448,5644.7
"200034_s_at",9672.5,9388.2,9409.4,7558.2,11603.2,11087.7,1645.7,9407.2,5996.5,8750.7,6119.5,4127.5,9487.9,5445
"200035_at",701.4,659.1,619,551.1,954.5,1294.1,901.8,1187.8,1333.7,1312.7,895.6,892.6,1136.3,1021.3
"200036_s_at",5519.2,5688.1,8245.1,7294.7,6850.3,4410.5,1756.2,5078.8,5715.3,5435,3477.5,1752.7,6123.9,1973
"200037_s_at",3775.8,3113.7,2768.1,2359.3,2890.2,2489.4,8933.8,1767.7,1948.8,2373.9,2386.1,2779.5,2874,2760.8
"200038_s_at",14819.9,12161.3,13234.8,10632.2,17789.9,19972,3417.7,16149,9325.9,15107.6,7224,9605.7,13092.4,6685
"200039_s_at",1403.4,1562.7,1529.2,1322,1876.1,1717.2,1634.7,1852.3,1747.1,2699.6,1527.2,1190.8,1866.7,1521.5
"200040_at",4530.3,2313.8,2546.4,2750.1,2486,1917.4,2949.9,1460.4,1424,1691.5,1345.9,1298.1,2696.5,1974.8
"200041_s_at",4672,3428.3,4668.9,4194.5,3365.4,3210.9,508.6,3073.8,2750.1,4310.1,3362.7,2235.1,6338.4,4510.5
"200042_at",689.6,1036.3,936.8,836.8,800.1,1017.4,398.9,858.8,548.3,1012.9,607.9,627.7,791.9,487
"200043_at",1824.5,3098.5,2689.3,3125.9,2497.8,2780.6,5078.7,2500.1,1450.1,2056.8,2206.3,1277.5,3265.5,2052.8
"200044_at",1485.3,1941.2,1895.4,2462.9,1821.7,1924,1170.7,1230,2083.5,2297.9,2054.6,1478.3,2495.9,2478.9
"200045_at",938.7,763.2,1006.2,1174.3,856.5,898.6,556.8,490.2,984.2,1048.6,590.8,422.2,1130.4,565.1
"200046_at",1135.2,1713.4,1753.7,1889.1,1221.3,1200.6,987.6,954.2,829,1841,1750.1,839.8,2000,1265.8
"200047_s_at",3506.2,3399.8,2932.1,2882.9,2843.6,2217.2,8623.3,1210.8,2077.6,2051.8,2547.7,1533.3,2864.3,2041.8
"200048_s_at",2719.5,2610,2695.4,2596.1,2960.2,2166,710.3,2854.4,3156.1,3004.7,2726.1,1930.8,2811.5,2601.1
"200049_at",496.3,516.9,366.9,431.1,392.1,273.1,253.9,160,302.5,192.5,250.8,314.4,324.8,294.5
"200050_at",1109.8,1280.2,1411.8,1345.5,608.8,591.2,2431.5,328.5,437.2,374.3,397.5,327.9,1083.5,541.8
"200051_at",224.3,388.9,396.2,350.5,393.4,187.7,614.8,568.1,317.2,308.3,371,373.8,375,252
"200052_s_at",691.8,1193.6,1193.8,1197.7,974.2,719.6,336.9,530.4,530.9,914.3,777.3,413.6,1001,1025.7
"200053_at",858.2,715.1,1077.8,1078.9,1217.6,1093.5,847,1110.1,1234.9,688.1,522.8,628.3,1061,608.9
"200054_at",364.5,324.4,302.5,317.1,364.6,325.4,31.8,247.3,464.7,433.6,382.7,280.6,254.4,275.6
"200055_at",1600.2,2382.4,2758.9,2907.2,2872.5,3454.8,2342.9,2838,3956.7,4298.6,3350.1,3465.4,2453.1,3640.1
"200056_s_at",570.6,639.9,556.1,590.3,512.2,224.9,387.9,139.2,382.7,303.7,349.9,270.7,475.3,457.1
"200057_s_at",5102.5,3970.5,4592,3866.3,3648.2,3546.6,2947.9,3123.5,2870.9,3485,2792.5,1594.7,3938.8,3653
"200058_s_at",2491.6,2001.5,2083.2,2165.1,1869.7,1211,875.3,1833.6,1319.9,1604.5,948.6,1133.4,2394.6,1104.1
"200059_s_at",6697.2,9967.5,7667,6416.4,7781.4,8487.2,1251.8,6887.4,7418.2,7514.1,7927.8,14410,8314.5,8144.8
"200060_s_at",2573.5,1987.1,2434.7,1974.5,2100.3,1938.5,2349.8,1236.8,1956.2,2003,1606.3,1237.5,2286.6,1885.7
"200061_s_at",14140.8,13577.8,13103,9445.1,22851.3,33923.7,35397.7,17405.8,11657.9,14017.1,9386.5,11173.8,15268.2,8275.8
"200062_s_at",15691,15604.4,16379.3,11443.7,26833.9,39026.4,58383.8,29614.2,14232.5,16770.9,9951,9209,18632.8,9694.1
"200063_s_at",7404,6709.5,7527.9,6712.3,8353.2,8443.3,11861.9,7603,3450.1,3805.9,3603.3,1357.9,7382.7,3622.2
"200064_at",3614.2,3072.8,3876.3,3522.8,2728.1,2606.4,220.2,2023.1,1369.6,4252,2053.8,1101,2903.8,2228.3
"200065_s_at",4107.9,3747.7,3684.1,3782.3,3383.3,3499.4,664.9,2920,7406.5,6870.2,5353.7,4146.6,4135.6,5618.3
"200066_at",1187.7,1448.2,1743.1,1205.4,1065.5,1237.7,636.4,1167.2,840.9,1063.9,1082.5,1459.1,1902.9,1047.9
"200067_x_at",2031.7,1777.1,1703.8,1939.9,2084.9,2153.7,4445.4,1819.2,2847,2418,3508.5,4714.5,1747.8,4558.9
"200068_s_at",3125.8,3001.3,2654,2869.3,2448,2691.5,2805.4,1987.4,1901,1668.2,2855.9,1315,2475.9,3710.3
"200069_at",506.9,593.9,448.6,685.6,239.3,129.1,728.6,177.8,229.6,196.8,332.1,147,414.6,207.7
"200070_at",921.6,755.4,780,783.6,736.9,1151,1244.6,968.3,949.9,888.4,618,1364.4,721,748.5
"200071_at",1334.1,1183.2,977.5,1104.5,637.4,483.3,1878,358.9,581.1,508.1,800.8,389.8,816,834
"200072_s_at",1874.7,2455.8,2451.7,2307.9,2193.7,2225.5,1200.9,1580.7,2223.2,2778.3,1539.4,1602,2555.3,1449
"200073_s_at",2267.4,3191.8,2814.5,2220,2881.6,3180.5,5087.5,1506.6,1980.1,2336.9,1785.6,1852,2812.2,2311.8
"200074_s_at",6546.5,6268.6,6832.4,5803.1,6266.5,5679.6,1957.4,4985.7,4449.3,4384,2566.5,1786.9,3151.3,2396.5
"200075_s_at",952.3,932.2,1088.3,1115,1160.1,776.5,10.6,828.1,1528.5,2020.8,1391,2014.9,1623.2,1028.6
"200076_s_at",643.4,545.2,834.9,767.1,573.3,660.4,433,931.1,1133,799.5,505.5,514.6,817.5,554.8
"200077_s_at",8908.8,10182.6,8859.1,7131.8,16380.8,24440.1,12509.4,22859.1,9366.6,17156.2,9718.4,17475.2,10373.3,9133
"200078_s_at",1078.3,1684.2,2049.2,2472.9,2474,2141.4,132,3033.3,3832.3,2737.2,3074.1,4091.9,2017.2,4606.3
"200079_s_at",2275.4,2293.6,2598.9,2559,2099.9,1602.6,1085.2,1666.6,1484.2,2553,1205,861.4,2259.5,1341.7
"200080_s_at",12947.6,11751.8,10520.7,7776.4,19000.4,36729.6,88899.5,20947.4,12871.7,18064.9,10927.7,24386.3,12927.7,10586.2
"200081_s_at",10421.5,11538.7,12791.8,11083.9,16267.8,14600.9,1942.7,12823,5028.5,7033.4,5973.1,5721.1,11961.4,5686.9
"200082_s_at",9797,9533,9989.6,7374.2,12921.5,12369.6,941.6,9143.3,7231.5,11444.8,4878.5,4683.2,9153.7,4804.8
"200083_at",1166.3,955.7,989.3,1124.8,1319.3,999.9,953.1,583.8,1583.9,1279.7,1224.2,983.6,940.1,1195.5
"200084_at",2176.5,2381.7,2197.9,2186.1,1906.6,1808.6,4565.1,1202.5,1490.3,1452.9,1447.7,889.1,2335.1,1511.6
"200085_s_at",931.5,2444.8,1980.5,1696.3,2899,2489.4,708.3,2884.7,2870.3,3992.6,2047,2603.9,2501.1,1784.1
"200086_s_at",5866,2387.7,4192.5,3385.5,4251.5,3893.2,4538.3,3704.2,3829.1,4392.4,3010.5,2457,4086.5,3050.5
"200087_s_at",2759.2,2942,2518.8,2511.4,2939.7,2902.5,1755.3,1800.1,1622.4,1616,2801.4,1348.1,2994.3,2313.7
"200088_x_at",10570.1,11904.4,12946.1,10598.4,16234,15417.8,12902.1,16639.3,13350.8,17238,7780.6,7679.7,13092.4,6819.5
"200089_s_at",8261.6,6485.7,8805.4,7647,12785.3,11482.8,3002.3,11359.6,6291.2,9125.6,4560.4,3788.8,8029.8,4501.2
"200090_at",3659.1,2745.6,2813.3,2747.3,2071.9,1735.1,3393.8,1462.1,2011.5,1813.9,1818.5,1821,2919,1925.6
"200091_s_at",10878.4,10092,9170.3,6866.5,11100.8,10264.1,13779.8,7514.6,4815.3,6087.5,4724,5443.9,8598.9,4317.6
"200092_s_at",14127.2,13125.7,13576.2,10683.3,20672.9,37273.4,59142.3,19309.5,9269.2,19429.1,8655.9,10379.3,13039,7737.3
"200093_s_at",1694.3,1786.7,2491.4,2394.4,1945.3,1680.9,1293.8,1648,1675.1,1982.4,1159.8,697.7,2029.8,1173.1
"200094_s_at",4460.1,3774.4,9050.9,5717,4550.4,4289.6,2780.5,8208,6684.3,5015.8,2998.5,2512.2,5595.8,3603.3
"200095_x_at",18506,17550,18380,13470.4,27909.3,36498.1,58881.6,39527.5,17806.5,26871.4,14287.6,15233.1,19959.6,9946
"200096_s_at",3421.5,3329.2,3215.1,3220.3,2879.8,3159.6,1016.8,2709.5,3222,3149.9,4343.5,4326.2,3361.7,3343.9
"200097_s_at",3134.6,3296.2,3201.6,3185.1,3347.2,3445.4,708.6,1729.5,2374.9,1288.9,2058.3,1875.4,3253.5,2785.8
"200098_s_at",2470.5,1993.3,1816.3,1757.9,1961.2,1585.5,1307.1,1259,2008.5,2976.2,1891.6,1294,2014.2,1519.5
"200099_s_at",18081.7,14651.8,14727.7,11626.3,23181.8,32899.1,5679.4,16981.4,12348.1,13952.7,8794,13610,16963.5,9123.6
"200593_s_at",704.7,1815.5,1865.4,1616.7,1567.8,1935.6,1212.6,1797.5,754.6,931.8,770.8,1049.9,1825.8,1521.9
"200595_s_at",2222.6,1854.8,2071.3,1763.4,1406.1,1289.3,2248.8,998.3,1297,1069.3,1230.4,542.2,1749.1,1163
"200599_s_at",3429.9,3710,3854.1,2765.3,5653.7,5083.2,3621.7,1902.8,2653.9,4786.1,4087.8,1554.8,3325.3,3197.3
"200600_at",4730.6,5397.5,4721.5,4116.4,4642.5,4744.4,749.7,4082.7,3145.8,5287.1,5612.8,5151.4,6057.2,5432
"200601_at",949.5,660.6,674.2,822.5,959.1,835.6,50,810.9,1688,995.3,726.4,1657.9,870.7,933.3
"200602_at",245,178.3,397.1,499.3,594.1,387.4,2816.4,400.5,363.6,234.6,723.8,227,237,1018.3
"200603_at",5844.5,3740.1,3450.5,3660.4,3481,2632.6,5704.6,956.3,3476.6,1913.2,3452.4,4475.8,2832.4,3588
"200606_at",100.2,62.8,162.9,208.4,164.3,214.2,400.1,105.5,103.8,28.8,103.5,68.8,92,62.3
"200608_s_at",2062.7,2075.6,1829.7,1751.7,1579.5,1518.6,1481.2,1083.6,920.6,1043,1630.4,1216.2,1754.6,1766.9
"200609_s_at",3893.6,2666.2,2388.9,2499.5,2640.5,2345.3,4408.2,4025.5,3597.4,3136.2,3632.3,4622.6,3002.7,3388.4
"200610_s_at",2154.4,4145.5,4508.2,3876.6,2762,2198.1,3891.4,1345.2,2959.6,3658.2,1909.6,898.2,4946.7,2430.3
"200612_s_at",990.4,764.9,437.9,494.5,689.2,825.1,420.3,702.2,403.7,551.8,547.4,319.9,1020.2,423
"200613_at",1453.8,1325.8,1812.4,2074.9,1302.4,1339.3,16.7,1311,2331.8,1517.3,1191.7,887.7,1528.1,1479.5
"200614_at",3646.8,2885.8,3205.4,3311.2,3197.4,2938,1847.8,3457.3,3310.3,2613.9,2801.8,3845.8,3667,3240.9
"200618_at",2034.9,2214.7,2219.7,1982.1,2114.6,1677,974.8,2469.1,2224.7,2991.4,3632.4,4415.7,4103.8,4186.1
"200619_at",972.5,735.9,856.2,793.3,832.6,894.7,274.2,1024.1,898.5,1450.2,613.9,599.9,1381.9,616.1
"200620_at",2689.6,2685.6,2237.3,2142.2,2572.7,2998.5,2688.7,3857.3,3051.4,2862.7,2879,3172.3,3212.1,2869.9
"200621_at",469.9,598,725.6,839.4,784.4,818.4,528.8,830.1,928.7,913.1,449.4,389.3,760.7,650.9
"200623_s_at",886.9,611.5,682.9,682.1,991.4,1414.2,1226.2,1289.8,1594.4,1427.7,1298.3,607.2,1581.5,1120.7
"200626_s_at",2112.6,2665.3,2590,2370.3,1422.9,1246.5,1043.3,858.7,829.3,741.3,1301.2,347.8,2959.6,1211.3
"200627_at",3322.2,3757.6,3782.7,3470.8,3139.4,2288.9,3285.5,2512,2314.2,2220.4,2321.9,904,3002.6,2319.3
"200629_at",1064.2,3828.3,2023.8,2033.7,3150.4,2723.3,1385.8,3927.1,2518.6,4681.8,533.3,1040.4,1294.4,511.2
"200631_s_at",2518.3,2445.9,2948.9,2330.1,2445.2,2495.8,1064.8,1466.5,1499.5,1636,1392.2,1128.3,2874.7,1487.2
"200632_s_at",1030.9,714.5,1117,961.7,983.6,748.6,538.8,1076.8,1033.6,1230,1192.9,2052.7,1056.2,2354.9
"200633_at",13007.2,11037.7,9859.2,8253.4,13576.3,11628.9,49082,15681.4,11660.4,23617.1,9201.4,25649.4,13583.2,10860.7
"200634_at",3545.8,7190.1,6975.8,6192.2,8439.8,7323.6,809.9,8254.8,7134.1,10560.8,10053.4,6935.7,8941.9,8350.1
"200636_s_at",27.6,16.5,17.5,14.3,15.5,21.1,16.5,11.4,31.4,33.3,39,20.6,18.7,24.9
"200640_at",3602.5,4751.4,5247.8,5087.8,3548.4,4086.7,586.8,4811.1,3132.9,2250.4,4680,4175.8,6165,6240.1
"200642_at",3024.8,2367.5,3574.9,3515.7,2817.1,2376.1,3026.9,3100,3003.3,3465.6,1963.6,1288,3267.3,1178.5
"200643_at",182.7,254.9,364.8,302.9,610.2,410.6,387.4,493.1,557.2,626.4,358.2,269.2,390.3,450.5
"200644_at",841.7,570.5,602.5,752.7,714.9,551.9,497.2,437.2,612.3,355.1,342.1,282.2,435.2,324.2
"200645_at",5767.6,5325.3,5269.6,5405.5,6782,7556.2,590.2,7388.8,4887.4,4614,5507.6,8626.1,4858.9,6238.5
"200649_at",491,369.7,433.3,585.2,625.3,565.4,131.9,854.9,1169.7,1225.7,924.6,865.3,783.6,842.4
"200650_s_at",2639.8,4081.3,3412.4,2700.4,5187.9,5033.3,1967.5,6196.1,3507.2,4685.1,6203.4,12268.3,3932.1,9046.4
"200651_at",7590.6,8509.6,10675.1,8788,11470.2,11367.6,1250,9717.4,8517.7,12691.6,5899.1,5010.4,10393.9,6167.3
"200652_at",2688.3,2796.2,3145.3,2670.4,3145.8,2290.6,438.6,2364.8,1756.1,2547.2,1895.2,1760.5,2811.3,2480.7
"200655_s_at",4084.3,5713.7,4614.3,4660.3,8188.2,6926.1,16115.1,8596.1,3702.6,6551.9,5547.6,5918.4,7953.1,6592.5
"200656_s_at",957.7,1235.9,1283,1594.1,708.1,1353.2,230.7,492.3,929,1307.1,855.3,692.6,1146.1,2257.4
"200657_at",3262.6,4373.7,5264.8,5047.6,5528.8,4936,2534.9,5960.2,6368,8629,5352,3329.8,5681.5,5722.8
"200658_s_at",320.3,537.2,498.6,500,435.3,473.8,18.1,208.4,424.2,588.7,317.5,190.7,620.7,283.7
"200660_at",1893.4,2873.2,2936.9,2322.9,4372.1,5267.3,2386.7,10016.6,7730.5,7771.3,7302.2,19120.1,2726,6807.4
"200661_at",1158.2,800,1049.6,1009.1,1587,2017.1,944.7,1142.1,3598.9,2581.2,3126.9,1530.6,1296.1,1065.2
"200662_s_at",1299.9,1416.6,1425.2,1602.2,1421.3,852.5,813.2,594.4,791.9,715.2,766.5,415.7,1281.2,967.1
"200663_at",2807.1,3450.6,2392.3,2905.5,7561.2,7347.7,1406.7,8152.8,6679.5,7414.8,5744.7,16354,5561.2,9021.8
"200665_s_at",836.8,625.5,721,989.3,2344.6,2703.6,3131.2,1670.1,3558,3597,5673.5,766.1,1432.5,368.8
"200666_s_at",1676,1247,1320.5,1349.1,846.5,843.8,203.2,1236.6,1496.1,1268.2,1300.9,893.7,1290,1084.6
"200668_s_at",4509.1,4814.8,4816.8,4456.6,3947,4256.3,3559.2,4960.8,4372.5,3949.4,5096.9,5529.1,5293,5012.8
"200670_at",1481,1167.1,1217.8,1271.3,1461.5,1338.9,494.3,600.3,935.4,1149.3,990.8,594.4,860.1,836.5
"200673_at",3854.8,3713.6,3150.7,3018,3313.2,3101.3,2398.5,3129,3828.8,2025.5,1954.2,3711.8,3066.9,2299.4
"200674_s_at",11403.8,11804.3,12021,8938.6,18357.4,24071,29293,21067.1,7487.9,17217.6,8102.8,8597.7,12485.5,7492.3
"200675_at",2934.1,2404.3,1938.7,1990.2,1164.9,770.8,484.8,520.6,1354,1155.6,884.4,211,3239.5,530.7
"200677_at",1681.1,1777.3,2260.1,2108.3,2243.4,2248.9,4345.6,2915,3259.4,2728.7,2936.8,4378.9,2258.2,2117.9
"200679_x_at",1034.5,1700.9,1691,1467.7,1711.4,1712.3,941.5,1653.7,614.2,905.3,925.2,578.6,1531.8,1459.8
"200681_at",1216.8,808.3,877.8,961.1,867.8,822.4,1060.5,810.9,771.7,747.9,591.8,334.7,598,529.7
"200682_s_at",1904.9,2161.3,1881.8,2103,2607.8,2525.3,388.5,2078.1,1656.5,3007.5,1744.7,1746.3,1966.8,1979.7
"200686_s_at",4211.1,4019.3,3627.6,2792.2,1980.2,1102.9,4541.7,865.1,1296.3,1159,1638.5,775.4,3019.6,1978.2
"200687_s_at",877.1,754,599.8,589,487.1,612.4,1001.8,296.3,475.8,633,362.8,325.2,936.5,596.9
"200691_s_at",725.9,1327.2,1407.1,1358.2,890.9,688,1092.6,795.3,552.1,478.8,687.7,313.6,1210.3,830.7
"200694_s_at",1984.7,1693.9,1314.6,1212.8,1091.6,974.1,2209,1002,790.9,1274.6,734.7,607,1655.5,822.6
"200695_at",488.6,795.4,903.4,827.1,689.2,874.4,339.7,765,958.3,938.3,538.9,518.7,646.2,798.5
"200696_s_at",614.7,692.3,1139.3,847.8,1964.6,1639.4,632.3,2274.9,2738.2,3340.6,4502.9,4031.6,720.4,6183.9
"200697_at",1636.8,1801.3,2031.2,1763.2,1740.6,1649.1,763.8,1795.9,3042.9,2516,2063.1,2311.1,1815.4,2304.7
"200699_at",441.1,348.1,391.7,449.9,547,522.8,234.2,300.6,346.9,511.7,313.6,456.4,509.1,340.8
"200701_at",2157,3513.6,3482.8,3432.4,4320.8,3867.9,4319.5,6456.5,4145.2,4470.8,2981,2513.1,3331.8,3007.1
"200703_at",3137.2,3253.3,3071,2866.4,4093.9,3788.8,6120,1241.4,5836.8,3184.8,3368.2,1541.1,3911.7,1661.5
"200704_at",4364.1,2602.5,3220.1,2545.7,3736.9,3442.8,2895.5,11338.5,2909.6,3321.7,6834.8,17179.3,5226.2,5178.5
"200705_s_at",11644.9,7744.1,11678.7,9231.1,11192,8539.2,6130,7236,8524.5,10610.1,5301.1,4440.8,8000.8,5760.4
"200707_at",460.2,327,521.4,554.7,413.8,401.2,12.1,386.4,621.1,653.4,463.9,210.4,565,660.2
"200708_at",582.4,588.5,626.4,692.4,621.9,663.4,640.8,532.9,314,552.7,405.6,208.4,821.9,567.6
"200709_at",3020.8,2250,1933.5,2329.6,2213,2675.8,200.4,1944.5,2894.8,1734,4436.8,4618,2368.4,4979.5
"200710_at",573.4,890.3,1176.6,1068.6,770.9,601.6,46.6,891.2,1551.8,1429.6,1136.7,947.8,1362,1203.9
"200713_s_at",2480.8,2590.2,2394.1,2531.5,2157.9,2617.9,2410.4,2399,2246.2,2595.2,2519,2919.3,2865.4,3174.9
"200716_x_at",14777.5,13047.1,15035.3,11577.8,19861.4,21437,7737.7,21891.9,13705.1,16961.5,7678.6,8918.9,15111.7,7167.1
"200717_x_at",17154.5,13254.2,17653.1,12378.3,24534.2,33558.8,15599,22812.6,12627.5,13637.9,10819,11053.3,17771,10913.6
"200718_s_at",6755.3,6830.8,5902.9,5315.6,8462.7,8419.7,34418,5485.1,5232,7183.3,5638.1,6310.7,6270.6,4767.6
"200720_s_at",377.9,390.6,255.5,290.5,426.9,318.3,358,480.1,607.1,596.1,374,671.4,341.3,661.7
"200722_s_at",800.2,1318.8,1104.3,883.3,276.8,565.4,337.9,414.9,461.4,493,257.4,221.9,389.3,434.8
"200726_at",2344.4,2817.4,2187.5,2642,2224.7,1666.6,4401.3,1423.2,1581.2,1515.3,2026.8,1012.7,2616.7,1558.6
"200728_at",2327.1,4240.9,4598.6,3854.9,2941.8,3029,406.1,3445.6,1335.7,1396.5,3832,4012.6,3149.5,3587.3
"200733_s_at",435.6,526.8,464,581.2,470.7,255.5,760.5,151,427.6,210.7,554.3,200.7,321.5,726.6
