,GSM30361,GSM30362,GSM30363,GSM30364,GSM30365,GSM30366,GSM30367,GSM30368,GSM30369,GSM30370,GSM30371,GSM30372,GSM30373,GSM30374,ID,Gene Symbol
0,1007_s_at,0.01425679095663911,0.01392034499427001,0.016615053590460296,0.024912750947324022,0.004515519184854482,0.0022565166907388755,0.001762089970640902,0.004849023974520074,0.010954286918053509,0.005114844376285246,0.010565692448463318,0.004437375924923299,0.012218546804137576,0.007764686534553443,DDR1  MIR4640
1,1053_at,0.009062008826689637,0.015897327272036018,0.010904100223209798,0.01776955365221473,0.004750725589569261,0.002678286058752372,0.00036112303142042413,0.003138335593515558,0.0076912163643633145,0.002951709595343487,0.010162010872490445,0.0035620826565601876,0.0027992955526507145,0.008980488435198348,RFC2
2,117_at,0.023882677843588218,0.019889310717525078,0.02656900400168916,0.024593007830304846,0.012412685169570503,0.0036877005174513395,0.0018539009108325352,0.016105353521529787,0.024298912739732507,0.012808894775365098,0.06206469670057591,0.031598538170005415,0.010730632951827739,0.024827027217516947,HSPA6
3,121_at,0.0567030449415254,0.047762588326028275,0.05184600534899154,0.07044553141986352,0.0175117825095192,0.010269123245661945,0.00790730223413422,0.01846610348731602,0.04466408429813889,0.02160302882437001,0.045912051240648045,0.02453302652950731,0.029808714803902202,0.043874590327620436,PAX8
4,1255_g_at,0.0022466322715849855,0.002346308637348671,0.002061171549799916,0.0017551856210839972,0.0011494048834175047,0.0003610831280115547,0.0001312556404221127,0.0011197233039302288,0.002162482857056874,0.0009105642884528248,0.003412454922224016,0.0007354268182638513,0.001445882387555324,0.004334598080560092,GUCA1A
5,1294_at,0.028611261577260176,0.03221286233359946,0.033853485893543006,0.04773696706645895,0.01390158608998198,0.005161364712165164,0.0018899452058707318,0.010705798922577354,0.039191240009802106,0.02059008051305287,0.029646374939447762,0.008558924381880528,0.03592849607215962,0.026665413666318177,MIR5193  UBA7
6,1316_at,0.008444850949712732,0.009325490579462194,0.00642984978583925,0.013531256590449885,0.006330602572181739,0.0020380462267318845,0.00294067041028609,0.004618858628712193,0.00457001844344226,0.00403000941061657,0.010296571397814737,0.005328460566684714,0.007153755301218492,0.009597199544221125,THRA
7,1320_at,0.0003862786712013711,0.00027699476968699586,0.0004574795391019325,0.0013946242338070522,0.0003261824669157783,0.00017599009600563167,0.0004576945388812531,0.0003017032235589783,0.0005030029707269467,0.00043131992610923286,0.0008450400990365466,0.000284244721169464,0.0003446580109870249,0.0006460783046905286,PTPN21
8,1431_at,0.003907186559278236,0.0027536538868883705,0.004821130527458828,0.006360847115168749,0.0019260298046455482,0.0001476698506713921,0.0005467851549190603,0.0011834853254040333,0.0021710811984368217,0.0011850406050677913,0.002852683136874966,0.0004015520664140047,0.002307527415022886,0.002108564648944543,CYP2E1
9,1438_at,0.010735883068562244,0.0010590976488032196,0.0019254358623740676,0.0018912465219432218,0.0028202579282309817,0.0003924376853458914,0.0020014784961776048,0.0013110093683516427,0.0039552370347759915,0.00158586316266425,0.005592335432477528,0.000320339288937015,0.0020931669447748586,0.0009808643353028934,EPHB3
10,1487_at,0.02552547219237566,0.015587744882385847,0.020033582014518693,0.033117223269135264,0.007963733835106996,0.0034328183094431836,0.0009126687536086801,0.004872351543351953,0.023722823867276005,0.008486981980411975,0.020905323214381828,0.011132918245804006,0.012273187708318447,0.018542447344618167,ESRRA
